Source	Domain 	SourceText 	SourceLanguage	TargetLanguage 	OutputGoogle 	EvalSentenceLevelGoogle 	EvalSnippetLevelGoogle 	ErrorTypeGoogle	OutputMicrosoft	EvalSentenceLevelMicrosoft 	EvalSnippetLevelMicrosoft 	ErrorTypeMcirosoft	OutputLesan 	EvalSentenceLevelLesan	EvalSnippetLevelLesan	ErrorTypeLesan
https://www.bbc.com/news/world-us-canada-43251320	Business_and_Economics	The main trading partners of the US have reacted angrily after President Donald Trump announced plans to impose tariffs on steel and aluminium imports. Canada and the EU said they would bring forward their own countermeasures to the steep new tariffs.	en	ti	ፕረዚደንት ዶናልድ ትራምፕ ካብ ወጻኢ ዝኣቱ ሓጺንን ኣሉሚንየምን ታሪፍ ንምኽፋል መደብ ከምዘለዎ ድሕሪ ምግላጹ፡ ቀንዲ መሻርኽቲ ንግዲ ኣመሪካ ብቑጥዐ ምላሽ ሂቦም። ካናዳን ሕብረት ኤውሮጳን ነቲ ብርቱዕ ሓድሽ ታሪፍ ናይ ገዛእ ርእሰን መከላኸሊ ስጉምትታት ከምጽኡ ገሊጾም።	4,2	2.0		ፕረዚደንት ዶናልድ ትራምፕ ኣብ ኣቻዮንን ኣሉሚነየምን ናይ ምእታው ታርፍ ክጽዕኑ መደብ ከም ዘለዎም ምስ ኣፍለጠ እቶም ቀንዲ ናይ ንግዲ ብጾት ሕቡራት መንግስታት ኣመሪካ ብቝጥዓ ስጕምቲ ወሲዶም ኢዮም። ካናዳን ሕቡራት መንግስትታት ኣመሪካን ነቲ ሓድሽ ቲከት ናይ ገዛእ ርእሶም ተቓውሞ ኸም ዜምጽኡሉ ገለጻ ።	1,2	1.0	mistranslation,spelling	ፕረሲደንት ዶናልድ ትራምፕ ኣብ ልዕሊ ናይ ብረት ኣቻዮን ናይ ኣለሚኒዩምን እቶታት ቀረጽ ናይ ምግባር መደብ ከም ዘለዎ ድሕሪ ምግላጹ እቶም ቀንዲ መሻርኽቲ ንግዲ ኣመሪካ ቁጠዐኦም ይገልጹ ኣለዉ ። ካናዳን ሕብረት ኣውሮጳን ናይ ገዛእ ርእሰን ምምስሳል ናብቲ ኣጻድፍ ዝበዝሖ ሓድሽ ቀረጽ ከቕርባ ምዃነን ገሊጸን ።	3, 4	3	addition
https://money.cnn.com/2018/03/03/technology/youtube-ads-infowars-alex-jones/index.html	Business_and_Economics	Some of the biggest brands in the U.S. had ads running on the YouTube channels for far-right website InfoWars and its founder, notorious conspiracy theorist Alex Jones, and they say they had no idea YouTube was allowing their advertising to appear there.	en	ti	ገለ ካብቶም ዓበይቲ ትካላት ኣብ ኣሜሪካ ኣብ ቻነላት ዩቱብ ናይ ርሑቕ የማናዊ መርበብ ሓበሬታ ኢንፎዋርስን መስራቲኡ ዕሉል ክልሰ-ሓሳብ ውዲት ኣሌክስ ጆንስን መወዓውዒታት ይዝርግሑ ነይሮም፡ ዩቱብ ድማ መወዓውዒታቶም ኣብኡ ክቐርብ ይፈቅድ ከምዘሎ ሓሳብ ከምዘይነበሮም ይዛረቡ።	1	1.0	mistranslation	ገለ ኻብተን ኣብ ሕቡራት መንግስታት ኣመሪካ ዝነበራ ዓበይቲ ዕዳጋታት ነቲ ኢንፎዎርስ ንዝበሃል ናይ ርሑቕ የማን ወብ ሳይትን መስራቲኣን ኣሌክስ ጆንስ ዝበሃል ዕሉል ናይ ውዲት ክልሰ-ሓሳብ ረክላማት ኣብ መትረባት ዩቱብ ይንቀሳቐሳ ነበራ ዩቱብ ረክላማት ኣብኡ ኽወጽእ ከም ዝፈቐደሎም እውን ኣይፈልጡን ኢዮም ነይሮም።	2	2.0	fluency	ገለ ካብቶም ኣብ ሕ.መ.ኣመሪካ ዝርከቡ ዓበይቲ ሓጻውን ፡ ንኢንፎዋርስስን መስራቲኡን ኣብ ዩትዩብ ይጓየዩ ከም ዝነበሩ ፡ እዚ ድማ ነቲ ኣሌክስ ጆንስ ዝስሙ ክኢላ ውዲት ከም ዝኣለሞ ፡ ብዛዕባ ዩቱዩብ ዝዀነ ይኹን ሓሳብ ከም ዘይነበሮም ድማ ይዛረቡ ።	2	2	mistranslation
https://www.cnbc.com/2018/03/08/toys-r-us-may-liquidate-us-operations-source.html	Business_and_Economics	Toys R Us may soon liquidate its U.S. operations, sources told CNBC. One of those people cautioned, however, that the situation remains fluid.	en	ti	ቶይስ ኣር ኣስ ኣብ ቀረባ እዋን ንስርሓቱ ኣብ ኣሜሪካ ከፍርስ ከምዝኽእል ምንጭታት ንሲኤንቢሲ ሓቢሮም። ሓደ ካብቶም ሰባት ግን እቲ ኩነታት ፈሳሲ ኮይኑ ከምዘሎ ኣጠንቂቑ።	4,4	4.0		ሲ. ሲ ይኹን እምበር ሓደ ኻብዞም ሰባት እዚኣቶም እቲ ዅነታት ፈሳሲ ምዃኑ ኣጠንቀቐ ።	0	0.0	omission	መጻወቲ ቘልዑ RNA ነዊሕ ኸይጸንሐ ስርሓት ሕ.መ.ኣ. ፈሲስዎ ክኸውን ከም ዝኽእል ምንጭታት ንሲ.ኤን.ቢ.ሲ. ሓቢሮም ። ሓደ ካብቶም ሰባት ግን እቲ ኵነታት ክሳዕ ሕጂ ፈኲስ ምዃኑ ኣጠንቀቐ ።	2, 4	2	mistranslation
https://www.bbc.com/news/world-africa-43355678	Business_and_Economics	The Democratic Republic of Congo has moved to increase taxes on mining firms and increase government royalties from the industry despite fierce opposition from international mining companies.	en	ti	ዴሞክራስያዊት ሪፓብሊክ ኮንጎ ካብ ዓለምለኸ ኩባንያታት ዕደና ብርቱዕ ተቓውሞ እኳ እንተሃለዋ ኣብ ልዕሊ ትካላት ዕደና ዝኽፈል ግብሪ ክውስኽን ካብቲ ኢንዱስትሪ ዝረኽቦ ንብረት መንግስቲ ክውስኽን ስጉምቲ ከምዝወሰደት ተገሊፁ።	4	4.0		ደሞክራስያዊት ሪፓብሊክ ኮንጎ ኻብ ኣህጉራውያን ኩባንያታት መዐደኒ ብርቱዕ ምጽራር እናሃለወ ኽነሱ ኣብ ተንኰለኛ ትካላት ዚኽፈል ግብሪ ኸተዛይድን መንግስታዊ ሓለፋታት ከተዛይድን ወሲዳ እያ።	2	2.0	spelling	ዲሞክራስያዊት ሪፓብሊክ ኮንጎ ፡ ካብ ኣህጉራውያን ኩባንያታት ዕደና ሓያል ተቓውሞ እኳ እንተ ኣጋጠማ ፡ ኣብ ትካላት ዕደና ግብሪ ክውስኽን ካብ ኢንዱስትሪ ዝወጽእ መንግስታዊ ሮኬታት ክውስኽን ተደሪኻ እያ ።	2	2	mistranslation
https://www.theguardian.com/business/2018/may/01/gibson-guitar-firm-files-for-bankruptcy-protection	Business_and_Economics	Gibson Brands, the makers of rock’s favourite Les Paul, SG and Flying V guitars, has filed for bankruptcy protection citing a “devastating” financial fall after its investments in consumer electronic brands failed to pay off.	en	ti	ሰራሕቲ ናይ ሮክ ዝፈትውዎ ሌስ ፖል፡ ኤስጂን ፍላይንግ ቪን ጊታራት፡ ኣብ ሃለኽቲ ኤሌክትሮኒካዊ ምልክታት ዝገበሮ ወፍሪ ፍረ ክህልዎ ብዘይምኽኣሉ፡ “ኣዕናዊ” ፋይናንሳዊ ውድቀት ብምጥቃስ ንሓለዋ ምኽሳር ጥርዓን ኣቕሪቡ።	2	2.0		"እቶም ነቲ ለ ፖል ኤስ. ጂ. ከምኡውን ነፋሪት ቪ ጊታር ዘዳለዉ ሰራሕቲ ሮክ ዝዀነ ጊብሰን ብራንትስ እቲ ኣብ ዕዳጋ ኤለክትሮኒካዊ ኣቕሑ ዝገበሮ ወፍሪ ኽዕደግ ብዘይምኽኣሉ ""ኣዝዩ ጐዳኢ"" ቝጠባዊ ውድቀት ከም ዘጋጠመ ብምጥቃስ ዕቝባ ጥፍኣት ንምርካብ መዝጊቦም ኢዮም።"	1	1.0	mistranslation	"እቶም ንሌስ ፖል ፡ SGን ኤፍ ኤን ቪታርስ ዝብህጉ ወነንቲ እንዳ ጊብሰን ፡ እቲ ኣብ ተጠቃምነት ኤለክትሮኒካዊ ኣቕሑ ዝገበሮ ወፍሪ ዋጋ ከይከፈለ ምስ ተረፈ ፡ ""ኣዕናዊ"" ገንዘባዊ ውድቀት ኣጋጢሙዎ ከም ዘሎ ብምጥቃስ ፡ ናይ ክሳራ ውሕስነት ኣቕሪቦም ኣለዉ ።"	4	4	
https://www.bbc.com/news/business-43983958	Business_and_Economics	Cambridge Analytica, the political consultancy at the centre of the Facebook data-sharing scandal, is shutting down. The firm was accused of improperly obtaining personal information on behalf of political clients	en	ti	ኣብ ማእከል ናይቲ ኣብ ፌስቡክ ዝተፈጸመ ዕንደራ ምክፍፋል መረዳእታ ዝኾነ ናይ ፖለቲካ ኣማኻሪ ትካል ካምብሪጅ ኣናሊቲካ ይዕጾ ኣሎ። እቲ ትካል ንፖለቲካዊ ዓማዊል ወኪሉ ብዘይግቡእ ውልቃዊ ሓበሬታ ረኺቡ ተባሂሉ ተኸሲሱ	4,4	4.0		እታ ኣብ ማእከል እቲ ብፌስቡክ ኣቢልካ ሓበሬታ ናይ ምክፋል ብልሽውና ዝዀነት ካምብሪጅ ኣናሊቲካ እትበሃል ፖለቲካዊ ኣማኻሪት ተዓጽያ ኣላ። እቲ ትካል ኣብ ክንዲ ፖለቲካውያን ዓማዊል ዘይግቡእ ብሕታዊ ሓበሬታ ኸም ዝረኸበ ጌርካ ተኸስሰ	2,4	2.0	fluency	ካምብሪጅ ኣናሊቲካ ፡ ኣብ ማእከል ናይ ፈይስቡክ ናይ ሓበሬታ ምክፍፋል ስኽፍታ ዘሎ ናይ ፖለቲካ ኣማኻሪ ፡ ተዓጽዩ ኣሎ ። እቲ ትካል ኣብ ክንዲ ፖለቲካውያን ዓማዊል ብሕታዊ ሓበሬታ ብዘይግቡእ ከም ዝረኸበ ተኸሰሰ	4, 3	3	grammar
https://www.reuters.com/article/us-lockheed-f35-exclusive/exclusive-lockheed-resumes-f-35-jet-deliveries-to-pentagon-official-idUSKBN1I827Q	Business_and_Economics	The Pentagon had stopped accepting the jets on March 29, the Pentagon’s F-35 Joint Program office told Reuters in a statement. The dispute was over responsibility for paying to fix corrosion related to an error discovered in the second half of 2017.	en	ti	ፔንታጎን ነተን ጀት ምቕባል ብ29 መጋቢት ከምዘቋረጸ ቤት ጽሕፈት ሓባራዊ ፕሮግራም ኤፍ-35 ፔንታጎን ንሮይተርስ ኣብ ዘውጽኦ መግለጺ ሓቢሩ። እቲ ክርክር ኣብ ካልኣይ ፍርቂ ዓመት 2017 ምስ ዝተረኽበ ጌጋ ዝተኣሳሰር ምሕራር ንምእራም ክፍሊት ምኽፋል ዝምልከት እዩ ነይሩ።	4,4	4.0		ብ29 መጋቢት ፐንቶጎን ነፈርቲ ምቕባል ኣቋሪጹ ኸም ዝነበረ እቲ ኣብ ፐንቶጎን ዚርከብ ኤፍ-35 ዚብሃል ሓባራዊ መደብ ንሮይተር ኣብ ዝሃቦ መግለጺ ነገሮ። እቲ ዘይምስምማዕ ምስቲ ኣብ ካልኣይ መፋርቕ 2017 እተረኽበ ጌጋ እተተሓሓዘ ምብስባስ ንምዕራይ ገንዘብ ብምኽፋል ዝመጸ ሓላፍነት እዩ ነይሩ።	2,1	1.0	fluency,mistranslation	ፔንታጎን ብ29 መጋቢት ነቲ ጃላቡ ምቕባል ከም ዘቋረጸ ፡ እቲ ፔንታጎን ዘዳለዎ ኤፍ-35 ዝብሃል ሓባራዊ ቤት ፅሕፈት ንሮይተርስ ኣብ ዝሃቦ መግለጺ ሓቢሩ ። እቲ ባእሲ ነቲ ኣብ ካልኣይ መፋርቕ ናይ 2017 እተረኽበ ጌጋ ዝተዛመደ ናይ ምብልሻው ሓላፍነት እዩ ።	4, 4	4	
https://www.bbc.com/news/business-44047113	Business_and_Economics	Argentina is to start talks about a financing deal with the International Monetary Fund (IMF) on Wednesday amid reports it is seeking $30bn (£22bn). Finance minister Nicolas Dujovne is due to fly to the IMF's Washington offices.	en	ti	ኣርጀንቲና 30 ቢልዮን ዶላር (22 ቢልዮን ፓውንድ) ክትሓትት ከምዘላ ኣብ ዝግለጸሉ ዘሎ እዋን፡ ምስ ኣህጉራዊ ትካል ገንዘብ (IMF) ብዛዕባ ስምምዕ ፋይናንስ ትማሊ ረቡዕ ክትጅምር እያ። ሚኒስተር ፋይናንስ ኒኮላስ ዱጆቭነ ብነፋሪት ናብ ቤት ጽሕፈታት IMF ኣብ ዋሽንግተን ክኸይድ&#39;ዩ።	1,1	1.0	untranslated	ኣርጀንቲና 30 ቢልዮን ዶላር (22 ቢልዮን ዶላር ኣመሪካ) ከም እትደሊ ጸብጻብ ክህብ ከሎ ረቡዕ ምስ ኣህጉራዊ ማዕከን ገንዘብ (ኢም. ኤም. ሚኒስተር ቍጠባ ኒኮላስ ዱጆቭነ ናብ ኣብያተ-ጽሕፈት ዋሽንግተን ብነፋሪት ክኸይድ ኢዩ።	1,1	1.0	mistranslation,terminology	ኣርጀንቲና ብረቡዕ ምስ ኣህጉራዊ ማዕከን ገንዘብ (IMF) ብዛዕባ ዝገበረቶ ናይ ገንዘብ ዝርርብ ንምጅማር እዩ እዚ ድማ 30ቢልዮን ዶላር (22ቢልዮን ፓውንድ) ትደሊ ኣላ ። ሚኒስተር ፋይናንስ ነበር ኒኮላስ ዱጆቭነ ናብ ኣብያተ-ጽሕፈት ኣይ.ኤም.ኤፍ. ዋሽንግተን ብነፋሪት ብምብራሩ እዩ ።	3, 2	2	grammar
https://deadline.com/2018/05/21st-century-fox-buys-seven-local-tv-stations-from-sinclair-for-910-million-1202386066/	Business_and_Economics	In an email to Tribune employees, interim CEO Peter Kern wrote, “Fox has long been an important partner for Tribune Media. We are the largest Fox-affiliated station group in the country, so there is already great familiarity between our companies and our people, and I expect our stations will enjoy tremendous success as part of the Fox family. Importantly for all of us, this announcement should set the stage for the FCC’s regulatory review to move forward.”	en	ti	ግዝያዊ ዋና ኣካያዲ ስራሕ ፒተር ኬርን ንሰራሕተኛታት ትሪቡን ኣብ ዝለኣኾ ኢመይል፡ “ፎክስ ንነዊሕ እዋን ኣገዳሲ መሻርኽቲ ትሪቡን ሚድያ ኮይኑ ጸኒሑ’ዩ። ንሕና ኣብታ ሃገር እቲ ዝዓበየ ምስ ፎክስ ዝተኣሳሰር ጉጅለ ጣብያታት ስለዝኾንና ድሮ ኣብ መንጎ ኩባንያታትናን ህዝብናን ዓቢ ሌላ ኣሎ፡ መደበራትና ድማ ከም ኣካል ስድራቤት ፎክስ ዓቢ ዓወት ከስተማቕራ ትጽቢት ኣለኒ። ንኹላትና ኣገዳሲ ዝኾነ ነገር፡ እዚ ኣዋጅ እዚ ንኤፍሲሲ ዝገብሮ ቁጽጽራዊ ገምጋም ንቕድሚት ንኽስጉም መድረኽ ከቐምጥ ይግባእ።”	4,4,4	4.0		"ኣካያዲ ስራሕ ግዜያዊ ፒተር ከርን ናብ ሰራሕተኛታት ትሪቡን ኣብ ዝለኣኾ ኢ-መይል ከምዚ ኢሉ ጸሓፈ - ""ፎክስ ካብ ነዊሕ እዋን ኣትሒዙ ኣገዳሲ መገላግልቲ ትሪቡን ሜድያ ዀይኑ ጸኒሑ ኢዩ። ኣብታ ሃገር እቲኣ ምስ ፎክስ እተተሓሓዘ ዝዓበየ ጕጅለ መደበር ባቡር ስለ ዝዀንና ኣብ መንጎ ኩባንያታትናን ህዝብናን ድሮ ኣጸቢቕና ንፋለጥ ኢና መደበራትና ኸኣ ከም ክፍሊ ስድራቤት ፎክስ መጠን ብዙሕ ኣሳልጦ ኽንረክብ እጽበ እየ። እዚ ምልክታ እዚ ንዅላትና ልዕሊ ዅሉ ዘገድስ ነቲ ናይ ኤፍሲ ስርዓታት ዝምርምሮ ድግማ ንቕድሚት ንኽግስግስ መገዲ ክኸፍተልና ኣለዎ።"""	4,4,1	1.0	terminology	"ፒተር ኬርን ዝስሙ መርበብ ሓበሬታ ኢንተርናሽናል ፡ ኣብ ኢመይል ንሰራሕተኛታት ትሪቡን ኣብ ዝለኣኾ መልእኽቲ ፡ ""ፎክስ ንነዊኅ እዋን ንትሪቡን መራኸቢ ብዙሃን ኣገዳሲ መሻርኽቲ ኰይኑ ጸኒሑ እዩ ። ኣብታ ሃገር ካብ ዘለዉ ጕጅለታት ፎክስ ፡ እቲ ዝዓበየ እዩ ። ስለዚ ፡ ኣብ መንጎ ኩባንያታትናን ኣብ መንጎ ህዝብናን ድሮ ብዙሕ ሌላ ኣሎ ፣ መደበራትና እውን ከም ስድራ ፎክስ ብዙሕ ኣሳልጦ ክረክባ እጽበ እየ ። እዚ ምልክታ እዚ ንዅላትና ኣገዳሲ ስለ ዝዀነ ፡ እቲ ናይ ውድብ ጥዕና ዓለም ናይ ምቁጽጻር ድግማ ንቕድሚት ከም ዝኸይድ ክገብር ኣለዎ ""በለ ።"	1, 3, 3, 1	1	mistranslation
https://www.thenews.com.pk/print/314282-alibaba-acquires-daraz-in-estimated-200-million-deal	Business_and_Economics	KARACHI: Chinese ecommerce giant Alibaba acquired Pakistan-based leading online retailer Daraz Group for an estimated $150 to $200 million a couple of months after it announced a multibillion rupees investment in acquisition of 45 percent stake in a local financial service, industry officials said on Tuesday.	en	ti	ካራቺ፡ ቻይናዊ ትካል ኢኮሜርስ ኣሊባባ፡ ኣብ ፓኪስታን ዝመደበሩ ፍሉጥ ቸርቻሪ ኦንላይን ዳራዝ ግሩፕ፡ ኣብ ውሽጢ ሃገር ኣብ ዝርከብ ፋይናንሳዊ ኣገልግሎት 45 ሚእታዊት ብጽሒት ንምግዛእ ብብዙሕ ቢልዮን ሩፒስ ወፍሪ ድሕሪ ምግላጹ ድሕሪ ሓደ ክልተ ኣዋርሕ ብገምጋም ካብ 150 ክሳብ 200 ሚልዮን ዶላር ከምዝዓደገ ሰበስልጣን እቲ ኢንዱስትሪ ገሊጾም .	4	4.0		ካራቺ፦ ኣሊባባ ዝስሙ ቻይናዊ ገዚፍ ኢኮኖሚስ ኣብ ፓኪስታን ዚነብር ዳራዝ ግሩፕ ዚብሃል ብኢንተርነት ዚሸይጥ ሸቃጣይ ኣብ ክልተ ወርሒ ብገምጋም ካብ 150 ክሳዕ 200 ሚልዮን ዶላር ኣመሪካ ኸም ዝረኸበ ሰበ ስልጣን ኢንዱስትሪ ሰሉስ ገለጹ።	2	2.0	grammar	ካራቺ ፦ ቻይናዊ መጻረዪ ኣልኮምፒስ ኣሊባባ ኣብ ፓኪስታን ዝመደበሩ ብኢንተርነት ዝሰርሕ ዳራዝ ግሩፕ ዝበሃል ሸቃጣይ ፡ 45 ሚእታዊት ጕንዲ ኣብ ናይ ከባቢያዊ ገንዘባዊ ኣገልግሎት ከም ዝኣቱ ድሕሪ ምግላጹ ፡ ኣብ ውሽጢ ሒደት ኣዋርሕ ካብ 150 ኽሳእ 200 ሚልዮን ዶላር ኣመሪካ ዝግመት ገንዘብ ከም ዘጥረየ ፡ ሰብ መዚ ኢንዱስትሪ ብሰሉስ ገሊጾም ።	1	1	mistranslation
https://www.bbc.com/news/business-45414331	Business_and_Economics	Amazon has briefly become the second US-listed firm to have a market value of more than $1 trillion (£779bn). Shares in the e-commerce giant rose nearly 2% to a high of $2,050.50 in morning trade before slipping back.	en	ti	ኣማዞን ንሓጺር እዋን ልዕሊ 1 ትሪልዮን ዶላር (779 ቢልዮን ፓውንድ) ዋጋ ዕዳጋ ዘለዎ ካልኣይ ኣብ ኣሜሪካ ዝተዘርዘረ ትካል ኮይኑ ኣሎ። ኣክስዮናት ናይቲ ናይ ኢ-ኮሜርስ ዓቢ ትካል፡ ቅድሚ ንድሕሪት ምውራዱ፡ ኣብ ንግሆ ኣብ ዝነበረ ንግዲ ኣስታት 2% ብምውሳኽ ናብ ዝለዓለ ደረጃ 2,050.50 ዶላር በጺሑ።	4,4	4.0		ኣማዞን ንሓጺር እዋን ልዕሊ 1 ትሪልዮን ዶላር (779 ቢልዮን ዶላር ኣመሪካ) ናይ ዕዳጋ ዋጋ ዘለዋ ኣብ ሕቡራት መንግስታት ኣመሪካ እተመዝገበት ካልአይቲ ኩባንያ ዀይና ኣላ። እቲ ዓርሞሸሽ ዝነበረ ኢ-ንግዲ ዝነበሮ ኣካይዳ ናብ ንግዲ ንግሆ ቕድሚ ምምላሱ ዳርጋ 2% ናብ 2,050.50 ዶላር ኣመሪካ ደየበ።	1,2	1.0	terminology,fluency	ኣማዞን ልዕሊ 1 ትሪልዮን ዶላር (779b ፓውንድ) ዘለዎ ዋጋ ዕዳጋ ዝረኸበ ኣብ ኣመሪካ ተዘርዚሩ ዘሎ ካልኣይ ትካል ኰይኑ ንሓጺር እዋን ጸኒሑ እዩ ። ብርኪ ናይቲ ዓርሞሸሽ ንግዲ ኤ-ኮንትሮባንድ ቅድሚ ምግዳፉ ብ250 ዶላር ክብ በለ ።	4, 1	1	mistranslation
https://www.npr.org/2018/09/06/645284416/two-million-ford-trucks-recalled-due-to-reported-seat-belt-fires	Business_and_Economics	Some two million Ford F-150 pickup trucks are being recalled by the company after more than 20 reports of smoke or fire coming from the seat belts. The recall, which was announced Thursday, applies to certain Regular Cab and SuperCrew Cab vehicles from model years 2015-18.	en	ti	ኣስታት ክልተ ሚልዮን ዝኾና ፎርድ ኤፍ-150 ፒክኣፕ መካይን፡ ካብ ቀበቶታት ድሕነት ትኪ ወይ ባርዕ ከምዝመጽእ ልዕሊ 20 ጸብጻባት ድሕሪ ምግላጹ፡ በቲ ኩባንያ ይጽዋዓ ኣለዋ። እዚ ብሓሙስ ዝተገልጸ ምጽዋዕ፡ ካብ ሞዴል ዓመታት 2015-18 ንዝነበራ ዝተወሰና ተሽከርከርቲ ረጉላር ካብን ሱፐርክሩ ካብን ዝምልከት እዩ።	4,4	4.0		እቲ ኩባንያ ልዕሊ 20 ዝኸውን ትኪ ወይ ባርዕ ካብቲ ናይ መንበር ቅናት ከም ዝመጸ ጸብጻብ ድሕሪ ምሃበን ክልተ ሚልዮን ዝዀና ፎርድ ኤፍ-150 ዝዀና ናይ ጽዕነት ማካይን ይዝክራ ኣለዋ። እቲ ሓሙስ እተኣወጀ ናይ ምዝካር ክእለት ንገሊአን ካብ ሞዴል ዓመታት 2015-18 ጀሚረን ዘለዋ ስሩዓት ማካይን ታክሲን ሱፐርክሪውን ዚምልከት እዩ።	2,4	2.0	fluency	ኣስታት ክልተ ሚልዮን ፎርድ ኤፍ-150 ዝኣኽላ ናይ ጽዕነት መካይን ፡ ካብቲ ኮፍ መበሊ ዝመጸ ልዕሊ 20 ጸብጻብ ትኪ ወይ ባርዕ ድሕሪ ምዝርግሑ ፡ በቲ ኩባንያ ይዝክራ ኣለዋ ። እቲ ብሓሙስ እተነግረሉ ተዘክሮ ፡ ንገለ ካብ ሞዴል ዓመታት 2015-18 ዝዀና ስሩዕ ካውሎን ሱፐር ካውሎን ይምልከት እዩ ።	2, 3	2	mistranslation
https://www.thestar.com/business/2018/09/06/kinder-morgan-considers-selling-remaining-canadian-assets-after-trans-mountain-sale.html	Business_and_Economics	Kinder Morgan Inc. hinted at a potential off-loading of its remaining Canadian assets following the sale of the contentious Trans Mountain pipeline expansion to the federal government.	en	ti	ኪንደር ሞርጋን ኢንክ፡ ድሕሪ መሸጣ ናይቲ ኣካታዒ ዝኾነ ምስፍሕፋሕ መስመር ሻምብቆ ትራንስ ማውንተይን ናብ ፌደራል መንግስቲ፡ ዝተረፈ ንብረቱ ካናዳ ክወርድ ከምዝኽእል ኣመልኪቱ።	4	4.0		ኪንደር ሞርጋን ኢንክ ዚብሃል ትካል ትራንስ ማውንተይን ዚብሃል ኣከራኻሪ ቱቦ ናብ ፈደራላዊ መንግስቲ ምስ ተሸጠ ነቲ ዝተረፈ ንብረታ ካናዳ ኻብ ምልኣኽ ኬቋርጾ ኸም ዚኽእል ሓበረ።	4	4.0		እቲ ደራፋይ ሞርጋን ኢንክ ፡ ነቲ ናብ ፈደራላዊ መንግስቲ ዝዝርጋሕ መስመር ሻምብቆ መስመር ሻምብቆ መስመር ሻምብቆ ከረን ምስ ሸጦ ፡ ዝተረፈ ናይ ካናዳ ንብረቱ ኺጸዓን ከም ዝኽእል ኣሚቱ ።	2	2	mistranslation
https://www.space.com/41749-elon-musk-living-in-simulation-rogan-podcast.html	Business_and_Economics	"If you assume any rate of improvement at all, then games will be indistinguishable from reality, or civilization will end. One of those two things will occur, Musk said. ""Therefore, we are most likely in a simulation, because we exist."""	en	ti	&quot;ብፍጹም ዝኾነ ደረጃ ምምሕያሽ እንተገሚትካዮ፡ ሽዑ ጸወታታት ካብ ክውንነት ዘይፍለዩ ክኾኑ እዮም፡ እንተዘይኮይኑ ስልጣነ ክውዳእ&#39;ዩ። ሓደ ካብቶም ክልተ ነገራት ክኽሰት&#39;ዩ&quot; ይብል ማስክ። &quot;ስለዚ፡ ኣብ ምምሳል ኢና ዘለና ዝያዳ ተኽእሎ፡ ምኽንያቱ ስለዘለና&quot;።	4,4,2	2.0		"ዝዀነ ይኹን ምምሕያሽ ከም ዝገበርካ ትሓስብ እንተድኣ ዄንካ ጸወታታት ካብ ክውንነት ፈሊኻ ክርአ ኣይክእልን ኢዩ ወይ ስልጣነ ክውዳእ ኢዩ። ሓደ ኻብዚ ኽልተ ነገራት እዚ ኺፍጸም እዩ  በለ ። ስለዚ ብህይወት ስለ ዘለና መብዛሕትኡ ግዜ ብመልክዕ ቀመማት ኢና እንቐድሖ""።"	4,1,1	1.0	omission	"ብእተወሰነ ደረጃ ምምሕያሽ ትገብር እንተ ዄንኻ ፡ ጸወታታት ካብ ክውንነት እተፈልየ እዩ ፣ ወይ ከኣ ስልጣነ መወዳእታ የብሉን ። ሓደ ካብዚ ክልተ ነገራት እዚ ክፍጸም እዩ በለ ። ""ስለዚ ፡ ብሓቂ ስለ ዘለና ፡ ኣብ ምምይያጥ ኢና እንኣቱ ።"""	2, 2	2	mistranslation
https://www.bbc.com/news/business-45712063	Business_and_Economics	A budget airline that began offering long-haul flights from UK airports earlier this year, including Stansted to the US, has collapsed. Primera Air said it was ceasing all operations at midnight on Monday after 14 years of operations.	en	ti	ኣብ መጀመርታ ናይዚ ዓመት ካብ መዓርፎ ነፈርቲ ዓባይ ብሪጣንያ ንነዊሕ ርሕቀት በረራታት ከካይድ ዝጀመረ መንገዲ ኣየር ስታንስተድ ሓዊሱ ናብ ኣሜሪካ ፈሪሱ። ፕሪሜራ ኣየር ድሕሪ ናይ 14 ዓመታት ስርሑ ትማሊ ሶኑይ ፍርቂ ለይቲ ኩሉ ስርሑ የቋርጽ ከምዘሎ ሓቢሩ።	4,4	4.0		ኣብ መጀመርታ እዚ ዓመት እዚ ኻብ መዓርፎ ነፈርቲ ብሪጣንያ እንተላይ ካብ ስታንስተድ ናብ ሕቡራት መንግስታት ኣመሪካ ነዊሕ ጕዕዞ በረራታት ከተውጽእ ዝጀመረት ትካል ባጀት ወደቐት። ፕሪሚራ ኣየር ድሕሪ እቲ ን14 ዓመት እተገብረ መጥባሕቲ ሰኑይ ፍርቂ ለይቲ ንዅሉ እቲ መስርሕ ከም ዘብቅዕ ገለጸት ።	4,1	1.0	mistranslation	ቅድሚ እዚ ዓመት እዚ ፡ ካብ መዓርፎ ነፈርቲ ዓዲ-እንግሊዝ ፡ እንተላይ ካብ እስታንስተድ ናብ ኣመሪካ ፡ ነዊሕ መገዲ ኣየር ባጀት ክስልዕ ዝጀመረ መገዲ ኣየር ፡ ወዲቑ እዩ ። ፕሪሜራ ኤየር ፡ ድሕሪ ናይ 14 ዓመት ስርሒታት ፡ ሰኑይ ፍርቂ ለይቲ ኩሉ ስርሒታት የቋርጽ ከምዘሎ ገሊጻ ።	4, 4	4	
